Name;DataType;Length;Coding;Address
BATCH_NomeProdotto;String;100;Binary;%DB2007.DBX102.0
BATCH_IdArticolo;String;100;Binary;%DB2007.DBX204.0
BATCH_NomeOperatore;String;100;Binary;%DB2007.DBX306.0
BATCH_TotKgLotto;Real;4;IEEE754;%DB2007.DBD408
BATCH_Prod_Stop;Bool;1;Binary;%DB2007.DBX412.0
BATCH_Cmd_Reset_Prod;Bool;1;Binary;%DB2007.DBX412.1
BATCH_Cmd_Reset_Prod_Stop;Bool;1;Binary;%DB2007.DBX412.2
BATCH_Cmd_Reset_Kgh;Bool;1;Binary;%DB2007.DBX412.3
BATCH_KW_Qe_Generale;Real;4;IEEE754;%DB2007.DBD414
BATCH_KW_Qe_Extrusori;Real;4;IEEE754;%DB2007.DBD418
BATCH_Kwh_Qe_Extrusori;Real;4;IEEE754;%DB2007.DBD422
BATCH_Kwh_Qe_Generale;Real;4;IEEE754;%DB2007.DBD426
BATCH_Kwh_Tot_Produzione;Real;4;IEEE754;%DB2007.DBD430
BATCH_Kwh_Tot_Mac_Ferma;Real;4;IEEE754;%DB2007.DBD434
BATCH_Kgh_Tot_Produzione;Real;4;IEEE754;%DB2007.DBD438
BATCH_Efficenza_energetica;Real;4;IEEE754;%DB2007.DBD442
CMD_CMD_VARI.PRESENZA_ALL_PER_SW;Bool;1;Binary;%DB2000.DBX0.0
CMD_CMD_VARI.PS_RESET_ALLARMI;Bool;1;Binary;%DB2000.DBX0.1
CMD_CALIBRATORE.CMD.DISCESA;Bool;1;Binary;%DB2000.DBX2.1
CMD_CALIBRATORE.CMD.STOP;Bool;1;Binary;%DB2000.DBX2.2
CMD_CALIBRATORE.CMD.AVANTI;Bool;1;Binary;%DB2000.DBX2.3
CMD_CALIBRATORE.CMD.INDIETRO;Bool;1;Binary;%DB2000.DBX2.4
CMD_CALIBRATORE.CMD.IMPOSTA_ZERO_ENCODER;Bool;1;Binary;%DB2000.DBX2.5
CMD_CALIBRATORE.CMD.START_MDI;Bool;1;Binary;%DB2000.DBX2.6
CMD_CALIBRATORE.CMD.ESCLUDI_M2_M4_JOG;Bool;1;Binary;%DB2000.DBX2.7
CMD_CALIBRATORE.CMD.ESCLUDI_M1_M3_JOG;Bool;1;Binary;%DB2000.DBX3.0
CMD_CALIBRATORE.RISPOSTE.CALIBRATORE_IN_RANGE_M1_M3;Bool;1;Binary;%DB2000.DBX4.0
CMD_CALIBRATORE.RISPOSTE.CALIBRATORE_IN_RANGE_M2_M4;Bool;1;Binary;%DB2000.DBX4.1
CMD_CALIBRATORE.QUOTE.SET_QUOTA;LReal;8;IEEE754;%DB2000.DBX6.0
CMD_CALIBRATORE.QUOTE.SET_VEL_POSIZIONE;LReal;8;IEEE754;%DB2000.DBX14.0
CMD_CALIBRATORE.QUOTE.SET_VEL_RAPIDO;LReal;8;IEEE754;%DB2000.DBX22.0
CMD_CALIBRATORE.QUOTE.FINESTRA_DI_RANGE;LReal;8;IEEE754;%DB2000.DBX30.0
CMD_CALIBRATORE.QUOTE.FINESTRA_STOP_DISCESA;LReal;8;IEEE754;%DB2000.DBX38.0
CMD_CALIBRATORE.QUOTE.QUOTA_ZERO_ENCODER;LReal;8;IEEE754;%DB2000.DBX46.0
CMD_CALIBRATORE.MARTINETTO[1].CMD.SU;Bool;1;Binary;%DB2000.DBX54.0
CMD_CALIBRATORE.MARTINETTO[1].CMD.GIU;Bool;1;Binary;%DB2000.DBX54.1
CMD_CALIBRATORE.MARTINETTO[1].CMD.MDI;Bool;1;Binary;%DB2000.DBX54.2
CMD_CALIBRATORE.MARTINETTO[1].CMD.SET_COPPIA_SUP;LReal;8;IEEE754;%DB2000.DBX56.0
CMD_CALIBRATORE.MARTINETTO[1].CMD.SET_COPPIA_INF;LReal;8;IEEE754;%DB2000.DBX64.0
CMD_CALIBRATORE.MARTINETTO[1].CMD.SET_SFASAMENTO;LReal;8;IEEE754;%DB2000.DBX72.0
CMD_CALIBRATORE.MARTINETTO[1].RISPOSTE.REALE_QUOTA;LReal;8;IEEE754;%DB2000.DBX80.0
CMD_CALIBRATORE.MARTINETTO[1].RISPOSTE.ASSE_ABILITATO;Bool;1;Binary;%DB2000.DBX88.0
CMD_CALIBRATORE.MARTINETTO[1].RISPOSTE.HOMING_OK;Bool;1;Binary;%DB2000.DBX88.1
CMD_CALIBRATORE.MARTINETTO[1].RISPOSTE.ASSE_IN_ERRORE;Bool;1;Binary;%DB2000.DBX88.2
CMD_CALIBRATORE.MARTINETTO[1].RISPOSTE.IN_POSIZIONE;Bool;1;Binary;%DB2000.DBX88.3
CMD_CALIBRATORE.MARTINETTO[2].CMD.SU;Bool;1;Binary;%DB2000.DBX90.0
CMD_CALIBRATORE.MARTINETTO[2].CMD.GIU;Bool;1;Binary;%DB2000.DBX90.1
CMD_CALIBRATORE.MARTINETTO[2].CMD.MDI;Bool;1;Binary;%DB2000.DBX90.2
CMD_CALIBRATORE.MARTINETTO[2].CMD.SET_COPPIA_SUP;LReal;8;IEEE754;%DB2000.DBX92.0
CMD_CALIBRATORE.MARTINETTO[2].CMD.SET_COPPIA_INF;LReal;8;IEEE754;%DB2000.DBX100.0
CMD_CALIBRATORE.MARTINETTO[2].CMD.SET_SFASAMENTO;LReal;8;IEEE754;%DB2000.DBX108.0
CMD_CALIBRATORE.MARTINETTO[2].RISPOSTE.REALE_QUOTA;LReal;8;IEEE754;%DB2000.DBX116.0
CMD_CALIBRATORE.MARTINETTO[2].RISPOSTE.ASSE_ABILITATO;Bool;1;Binary;%DB2000.DBX124.0
CMD_CALIBRATORE.MARTINETTO[2].RISPOSTE.HOMING_OK;Bool;1;Binary;%DB2000.DBX124.1
CMD_CALIBRATORE.MARTINETTO[2].RISPOSTE.ASSE_IN_ERRORE;Bool;1;Binary;%DB2000.DBX124.2
CMD_CALIBRATORE.MARTINETTO[2].RISPOSTE.IN_POSIZIONE;Bool;1;Binary;%DB2000.DBX124.3
CMD_CALIBRATORE.MARTINETTO[3].CMD.SU;Bool;1;Binary;%DB2000.DBX126.0
CMD_CALIBRATORE.MARTINETTO[3].CMD.GIU;Bool;1;Binary;%DB2000.DBX126.1
CMD_CALIBRATORE.MARTINETTO[3].CMD.MDI;Bool;1;Binary;%DB2000.DBX126.2
CMD_CALIBRATORE.MARTINETTO[3].CMD.SET_COPPIA_SUP;LReal;8;IEEE754;%DB2000.DBX128.0
CMD_CALIBRATORE.MARTINETTO[3].CMD.SET_COPPIA_INF;LReal;8;IEEE754;%DB2000.DBX136.0
CMD_CALIBRATORE.MARTINETTO[3].CMD.SET_SFASAMENTO;LReal;8;IEEE754;%DB2000.DBX144.0
CMD_CALIBRATORE.MARTINETTO[3].RISPOSTE.REALE_QUOTA;LReal;8;IEEE754;%DB2000.DBX152.0
CMD_CALIBRATORE.MARTINETTO[3].RISPOSTE.ASSE_ABILITATO;Bool;1;Binary;%DB2000.DBX160.0
CMD_CALIBRATORE.MARTINETTO[3].RISPOSTE.HOMING_OK;Bool;1;Binary;%DB2000.DBX160.1
CMD_CALIBRATORE.MARTINETTO[3].RISPOSTE.ASSE_IN_ERRORE;Bool;1;Binary;%DB2000.DBX160.2
CMD_CALIBRATORE.MARTINETTO[3].RISPOSTE.IN_POSIZIONE;Bool;1;Binary;%DB2000.DBX160.3
CMD_CALIBRATORE.MARTINETTO[4].CMD.SU;Bool;1;Binary;%DB2000.DBX162.0
CMD_CALIBRATORE.MARTINETTO[4].CMD.GIU;Bool;1;Binary;%DB2000.DBX162.1
CMD_CALIBRATORE.MARTINETTO[4].CMD.MDI;Bool;1;Binary;%DB2000.DBX162.2
CMD_CALIBRATORE.MARTINETTO[4].CMD.SET_COPPIA_SUP;LReal;8;IEEE754;%DB2000.DBX164.0
CMD_CALIBRATORE.MARTINETTO[4].CMD.SET_COPPIA_INF;LReal;8;IEEE754;%DB2000.DBX172.0
CMD_CALIBRATORE.MARTINETTO[4].CMD.SET_SFASAMENTO;LReal;8;IEEE754;%DB2000.DBX180.0
CMD_CALIBRATORE.MARTINETTO[4].RISPOSTE.REALE_QUOTA;LReal;8;IEEE754;%DB2000.DBX188.0
CMD_CALIBRATORE.MARTINETTO[4].RISPOSTE.ASSE_ABILITATO;Bool;1;Binary;%DB2000.DBX196.0
CMD_CALIBRATORE.MARTINETTO[4].RISPOSTE.HOMING_OK;Bool;1;Binary;%DB2000.DBX196.1
CMD_CALIBRATORE.MARTINETTO[4].RISPOSTE.ASSE_IN_ERRORE;Bool;1;Binary;%DB2000.DBX196.2
CMD_CALIBRATORE.MARTINETTO[4].RISPOSTE.IN_POSIZIONE;Bool;1;Binary;%DB2000.DBX196.3
CMD_TESTA.IMPOSTA_ZERO_ENCODER_GENERALE;Bool;1;Binary;%DB2000.DBX198.0
CMD_TESTA.QE_ZERO;LReal;8;IEEE754;%DB2000.DBX200.0
CMD_TESTA.SET_VEL_POSIZIONE;LReal;8;IEEE754;%DB2000.DBX208.0
CMD_TESTA.SX.CMD.APRE;Bool;1;Binary;%DB2000.DBX216.0
CMD_TESTA.SX.CMD.CHIUDE;Bool;1;Binary;%DB2000.DBX216.1
CMD_TESTA.SX.CMD.ZERO_ASSE;Bool;1;Binary;%DB2000.DBX216.2
CMD_TESTA.SX.CMD.MDI;Bool;1;Binary;%DB2000.DBX216.3
CMD_TESTA.SX.CMD.SET_QE_ZERO;LReal;8;IEEE754;%DB2000.DBX218.0
CMD_TESTA.SX.CMD.SET_QUOTA;LReal;8;IEEE754;%DB2000.DBX226.0
CMD_TESTA.SX.RISPOSTE.REALE_QUOTA;LReal;8;IEEE754;%DB2000.DBX234.0
CMD_TESTA.SX.RISPOSTE.ASSE_ABILITATO;Bool;1;Binary;%DB2000.DBX242.0
CMD_TESTA.SX.RISPOSTE.HOMING_OK;Bool;1;Binary;%DB2000.DBX242.1
CMD_TESTA.SX.RISPOSTE.ASSE_IN_ERRORE;Bool;1;Binary;%DB2000.DBX242.2
CMD_TESTA.SX.RISPOSTE.IN_POSIZIONE;Bool;1;Binary;%DB2000.DBX242.3
CMD_TESTA.DX.CMD.APRE;Bool;1;Binary;%DB2000.DBX244.0
CMD_TESTA.DX.CMD.CHIUDE;Bool;1;Binary;%DB2000.DBX244.1
CMD_TESTA.DX.CMD.ZERO_ASSE;Bool;1;Binary;%DB2000.DBX244.2
CMD_TESTA.DX.CMD.MDI;Bool;1;Binary;%DB2000.DBX244.3
CMD_TESTA.DX.CMD.SET_QE_ZERO;LReal;8;IEEE754;%DB2000.DBX246.0
CMD_TESTA.DX.CMD.SET_QUOTA;LReal;8;IEEE754;%DB2000.DBX254.0
CMD_TESTA.DX.RISPOSTE.REALE_QUOTA;LReal;8;IEEE754;%DB2000.DBX262.0
CMD_TESTA.DX.RISPOSTE.ASSE_ABILITATO;Bool;1;Binary;%DB2000.DBX270.0
CMD_TESTA.DX.RISPOSTE.HOMING_OK;Bool;1;Binary;%DB2000.DBX270.1
CMD_TESTA.DX.RISPOSTE.ASSE_IN_ERRORE;Bool;1;Binary;%DB2000.DBX270.2
CMD_TESTA.DX.RISPOSTE.IN_POSIZIONE;Bool;1;Binary;%DB2000.DBX270.3
CMD_VUOTO.POMPE_VUOTO[1].COMANDI.NOME;String;254;Binary;%DB2000.DBX272.0
CMD_VUOTO.POMPE_VUOTO[1].COMANDI.ON_OFF;Bool;1;Binary;%DB2000.DBX528.0
CMD_VUOTO.POMPE_VUOTO[1].COMANDI.SET_VUOTO;Real;4;IEEE754;%DB2000.DBD530
CMD_VUOTO.POMPE_VUOTO[1].COMANDI.REALE_VUOTO;Real;4;IEEE754;%DB2000.DBD534
CMD_VUOTO.POMPE_VUOTO[1].PID.SET_VUOTO_APP;Real;4;IEEE754;%DB2000.DBD538
CMD_VUOTO.POMPE_VUOTO[1].PID.REALE_VUOTO_APP;Real;4;IEEE754;%DB2000.DBD542
CMD_VUOTO.POMPE_VUOTO[1].PID.KP;Real;4;IEEE754;%DB2000.DBD546
CMD_VUOTO.POMPE_VUOTO[1].PID.KI;Real;4;IEEE754;%DB2000.DBD550
CMD_VUOTO.POMPE_VUOTO[1].MOTORE_IN.NOME;String;254;Binary;%DB2000.DBX554.0
CMD_VUOTO.POMPE_VUOTO[1].MOTORE_IN.START;Bool;1;Binary;%DB2000.DBX810.0
CMD_VUOTO.POMPE_VUOTO[1].MOTORE_IN.INVERSIONE;Bool;1;Binary;%DB2000.DBX810.1
CMD_VUOTO.POMPE_VUOTO[1].MOTORE_IN.ACC_ALLARMI;Bool;1;Binary;%DB2000.DBX810.2
CMD_VUOTO.POMPE_VUOTO[1].MOTORE_IN.RESET_ALLARMI;Bool;1;Binary;%DB2000.DBX810.3
CMD_VUOTO.POMPE_VUOTO[1].MOTORE_IN.SET_VELOCITA;Real;4;IEEE754;%DB2000.DBD812
CMD_VUOTO.POMPE_VUOTO[1].MOTORE_IN.SET_COPPIA;Real;4;IEEE754;%DB2000.DBD816
CMD_VUOTO.POMPE_VUOTO[1].MOTORE_IN.PARAMETRI_MOT.MAX_VELOCITA;Real;4;IEEE754;%DB2000.DBD820
CMD_VUOTO.POMPE_VUOTO[1].MOTORE_IN.PARAMETRI_MOT.MAX_CORRENTE;Real;4;IEEE754;%DB2000.DBD824
CMD_VUOTO.POMPE_VUOTO[1].MOTORE_IN.PARAMETRI_MOT.MAX_COPPIA;Real;4;IEEE754;%DB2000.DBD828
CMD_VUOTO.POMPE_VUOTO[1].MOTORE_IN.PARAMETRI_MOT.GIRI_MOTORE_MAX;Real;4;IEEE754;%DB2000.DBD832
CMD_VUOTO.POMPE_VUOTO[1].MOTORE_IN.PARAMETRI_MOT.RAPPORTO_RIDUZIONE;Real;4;IEEE754;%DB2000.DBD836
CMD_VUOTO.POMPE_VUOTO[1].MOTORE_IN.PARAMETRI_MOT.VELOCITA_INVERTER;Real;4;IEEE754;%DB2000.DBD840
CMD_VUOTO.POMPE_VUOTO[1].MOTORE_OUT.REALE_VELOCITA;Real;4;IEEE754;%DB2000.DBD844
CMD_VUOTO.POMPE_VUOTO[1].MOTORE_OUT.REALE_CORRENTE;Real;4;IEEE754;%DB2000.DBD848
CMD_VUOTO.POMPE_VUOTO[1].MOTORE_OUT.REALE_CORRENTE_PERCENTUALE;Real;4;IEEE754;%DB2000.DBD852
CMD_VUOTO.POMPE_VUOTO[1].MOTORE_OUT.REALE_COPPIA;Real;4;IEEE754;%DB2000.DBD856
CMD_VUOTO.POMPE_VUOTO[1].MOTORE_OUT.IN_RUN;Bool;1;Binary;%DB2000.DBX860.0
CMD_VUOTO.POMPE_VUOTO[1].MOTORE_OUT.ANOMALIA_ATTIVA;Bool;1;Binary;%DB2000.DBX860.1
CMD_VUOTO.POMPE_VUOTO[1].MOTORE_OUT.AVVISO_ATTIVO;Bool;1;Binary;%DB2000.DBX860.2
CMD_VUOTO.POMPE_VUOTO[1].MOTORE_AMP_ALL.SET_AMPER_ALLARME;Real;4;IEEE754;%DB2000.DBD862
CMD_VUOTO.POMPE_VUOTO[1].MOTORE_AMP_ALL.TEMPO_FILTRO_AMP;Real;4;IEEE754;%DB2000.DBD866
CMD_VUOTO.POMPE_VUOTO[1].MOTORE_AMP_ALL.OUT.ALLA_MAX_AMP;Bool;1;Binary;%DB2000.DBX870.0
CMD_VUOTO.POMPE_VUOTO[2].COMANDI.NOME;String;254;Binary;%DB2000.DBX872.0
CMD_VUOTO.POMPE_VUOTO[2].COMANDI.ON_OFF;Bool;1;Binary;%DB2000.DBX1128.0
CMD_VUOTO.POMPE_VUOTO[2].COMANDI.SET_VUOTO;Real;4;IEEE754;%DB2000.DBD1130
CMD_VUOTO.POMPE_VUOTO[2].COMANDI.REALE_VUOTO;Real;4;IEEE754;%DB2000.DBD1134
CMD_VUOTO.POMPE_VUOTO[2].PID.SET_VUOTO_APP;Real;4;IEEE754;%DB2000.DBD1138
CMD_VUOTO.POMPE_VUOTO[2].PID.REALE_VUOTO_APP;Real;4;IEEE754;%DB2000.DBD1142
CMD_VUOTO.POMPE_VUOTO[2].PID.KP;Real;4;IEEE754;%DB2000.DBD1146
CMD_VUOTO.POMPE_VUOTO[2].PID.KI;Real;4;IEEE754;%DB2000.DBD1150
CMD_VUOTO.POMPE_VUOTO[2].MOTORE_IN.NOME;String;254;Binary;%DB2000.DBX1154.0
CMD_VUOTO.POMPE_VUOTO[2].MOTORE_IN.START;Bool;1;Binary;%DB2000.DBX1410.0
CMD_VUOTO.POMPE_VUOTO[2].MOTORE_IN.INVERSIONE;Bool;1;Binary;%DB2000.DBX1410.1
CMD_VUOTO.POMPE_VUOTO[2].MOTORE_IN.ACC_ALLARMI;Bool;1;Binary;%DB2000.DBX1410.2
CMD_VUOTO.POMPE_VUOTO[2].MOTORE_IN.RESET_ALLARMI;Bool;1;Binary;%DB2000.DBX1410.3
CMD_VUOTO.POMPE_VUOTO[2].MOTORE_IN.SET_VELOCITA;Real;4;IEEE754;%DB2000.DBD1412
CMD_VUOTO.POMPE_VUOTO[2].MOTORE_IN.SET_COPPIA;Real;4;IEEE754;%DB2000.DBD1416
CMD_VUOTO.POMPE_VUOTO[2].MOTORE_IN.PARAMETRI_MOT.MAX_VELOCITA;Real;4;IEEE754;%DB2000.DBD1420
CMD_VUOTO.POMPE_VUOTO[2].MOTORE_IN.PARAMETRI_MOT.MAX_CORRENTE;Real;4;IEEE754;%DB2000.DBD1424
CMD_VUOTO.POMPE_VUOTO[2].MOTORE_IN.PARAMETRI_MOT.MAX_COPPIA;Real;4;IEEE754;%DB2000.DBD1428
CMD_VUOTO.POMPE_VUOTO[2].MOTORE_IN.PARAMETRI_MOT.GIRI_MOTORE_MAX;Real;4;IEEE754;%DB2000.DBD1432
CMD_VUOTO.POMPE_VUOTO[2].MOTORE_IN.PARAMETRI_MOT.RAPPORTO_RIDUZIONE;Real;4;IEEE754;%DB2000.DBD1436
CMD_VUOTO.POMPE_VUOTO[2].MOTORE_IN.PARAMETRI_MOT.VELOCITA_INVERTER;Real;4;IEEE754;%DB2000.DBD1440
CMD_VUOTO.POMPE_VUOTO[2].MOTORE_OUT.REALE_VELOCITA;Real;4;IEEE754;%DB2000.DBD1444
CMD_VUOTO.POMPE_VUOTO[2].MOTORE_OUT.REALE_CORRENTE;Real;4;IEEE754;%DB2000.DBD1448
CMD_VUOTO.POMPE_VUOTO[2].MOTORE_OUT.REALE_CORRENTE_PERCENTUALE;Real;4;IEEE754;%DB2000.DBD1452
CMD_VUOTO.POMPE_VUOTO[2].MOTORE_OUT.REALE_COPPIA;Real;4;IEEE754;%DB2000.DBD1456
CMD_VUOTO.POMPE_VUOTO[2].MOTORE_OUT.IN_RUN;Bool;1;Binary;%DB2000.DBX1460.0
CMD_VUOTO.POMPE_VUOTO[2].MOTORE_OUT.ANOMALIA_ATTIVA;Bool;1;Binary;%DB2000.DBX1460.1
CMD_VUOTO.POMPE_VUOTO[2].MOTORE_OUT.AVVISO_ATTIVO;Bool;1;Binary;%DB2000.DBX1460.2
CMD_VUOTO.POMPE_VUOTO[2].MOTORE_AMP_ALL.SET_AMPER_ALLARME;Real;4;IEEE754;%DB2000.DBD1462
CMD_VUOTO.POMPE_VUOTO[2].MOTORE_AMP_ALL.TEMPO_FILTRO_AMP;Real;4;IEEE754;%DB2000.DBD1466
CMD_VUOTO.POMPE_VUOTO[2].MOTORE_AMP_ALL.OUT.ALLA_MAX_AMP;Bool;1;Binary;%DB2000.DBX1470.0
CMD_VUOTO.POMPE_VUOTO[3].COMANDI.NOME;String;254;Binary;%DB2000.DBX1472.0
CMD_VUOTO.POMPE_VUOTO[3].COMANDI.ON_OFF;Bool;1;Binary;%DB2000.DBX1728.0
CMD_VUOTO.POMPE_VUOTO[3].COMANDI.SET_VUOTO;Real;4;IEEE754;%DB2000.DBD1730
CMD_VUOTO.POMPE_VUOTO[3].COMANDI.REALE_VUOTO;Real;4;IEEE754;%DB2000.DBD1734
CMD_VUOTO.POMPE_VUOTO[3].PID.SET_VUOTO_APP;Real;4;IEEE754;%DB2000.DBD1738
CMD_VUOTO.POMPE_VUOTO[3].PID.REALE_VUOTO_APP;Real;4;IEEE754;%DB2000.DBD1742
CMD_VUOTO.POMPE_VUOTO[3].PID.KP;Real;4;IEEE754;%DB2000.DBD1746
CMD_VUOTO.POMPE_VUOTO[3].PID.KI;Real;4;IEEE754;%DB2000.DBD1750
CMD_VUOTO.POMPE_VUOTO[3].MOTORE_IN.NOME;String;254;Binary;%DB2000.DBX1754.0
CMD_VUOTO.POMPE_VUOTO[3].MOTORE_IN.START;Bool;1;Binary;%DB2000.DBX2010.0
CMD_VUOTO.POMPE_VUOTO[3].MOTORE_IN.INVERSIONE;Bool;1;Binary;%DB2000.DBX2010.1
CMD_VUOTO.POMPE_VUOTO[3].MOTORE_IN.ACC_ALLARMI;Bool;1;Binary;%DB2000.DBX2010.2
CMD_VUOTO.POMPE_VUOTO[3].MOTORE_IN.RESET_ALLARMI;Bool;1;Binary;%DB2000.DBX2010.3
CMD_VUOTO.POMPE_VUOTO[3].MOTORE_IN.SET_VELOCITA;Real;4;IEEE754;%DB2000.DBD2012
CMD_VUOTO.POMPE_VUOTO[3].MOTORE_IN.SET_COPPIA;Real;4;IEEE754;%DB2000.DBD2016
CMD_VUOTO.POMPE_VUOTO[3].MOTORE_IN.PARAMETRI_MOT.MAX_VELOCITA;Real;4;IEEE754;%DB2000.DBD2020
CMD_VUOTO.POMPE_VUOTO[3].MOTORE_IN.PARAMETRI_MOT.MAX_CORRENTE;Real;4;IEEE754;%DB2000.DBD2024
CMD_VUOTO.POMPE_VUOTO[3].MOTORE_IN.PARAMETRI_MOT.MAX_COPPIA;Real;4;IEEE754;%DB2000.DBD2028
CMD_VUOTO.POMPE_VUOTO[3].MOTORE_IN.PARAMETRI_MOT.GIRI_MOTORE_MAX;Real;4;IEEE754;%DB2000.DBD2032
CMD_VUOTO.POMPE_VUOTO[3].MOTORE_IN.PARAMETRI_MOT.RAPPORTO_RIDUZIONE;Real;4;IEEE754;%DB2000.DBD2036
CMD_VUOTO.POMPE_VUOTO[3].MOTORE_IN.PARAMETRI_MOT.VELOCITA_INVERTER;Real;4;IEEE754;%DB2000.DBD2040
CMD_VUOTO.POMPE_VUOTO[3].MOTORE_OUT.REALE_VELOCITA;Real;4;IEEE754;%DB2000.DBD2044
CMD_VUOTO.POMPE_VUOTO[3].MOTORE_OUT.REALE_CORRENTE;Real;4;IEEE754;%DB2000.DBD2048
CMD_VUOTO.POMPE_VUOTO[3].MOTORE_OUT.REALE_CORRENTE_PERCENTUALE;Real;4;IEEE754;%DB2000.DBD2052
CMD_VUOTO.POMPE_VUOTO[3].MOTORE_OUT.REALE_COPPIA;Real;4;IEEE754;%DB2000.DBD2056
CMD_VUOTO.POMPE_VUOTO[3].MOTORE_OUT.IN_RUN;Bool;1;Binary;%DB2000.DBX2060.0
CMD_VUOTO.POMPE_VUOTO[3].MOTORE_OUT.ANOMALIA_ATTIVA;Bool;1;Binary;%DB2000.DBX2060.1
CMD_VUOTO.POMPE_VUOTO[3].MOTORE_OUT.AVVISO_ATTIVO;Bool;1;Binary;%DB2000.DBX2060.2
CMD_VUOTO.POMPE_VUOTO[3].MOTORE_AMP_ALL.SET_AMPER_ALLARME;Real;4;IEEE754;%DB2000.DBD2062
CMD_VUOTO.POMPE_VUOTO[3].MOTORE_AMP_ALL.TEMPO_FILTRO_AMP;Real;4;IEEE754;%DB2000.DBD2066
CMD_VUOTO.POMPE_VUOTO[3].MOTORE_AMP_ALL.OUT.ALLA_MAX_AMP;Bool;1;Binary;%DB2000.DBX2070.0
CMD_VUOTO.POMPE_VUOTO[4].COMANDI.NOME;String;254;Binary;%DB2000.DBX2072.0
CMD_VUOTO.POMPE_VUOTO[4].COMANDI.ON_OFF;Bool;1;Binary;%DB2000.DBX2328.0
CMD_VUOTO.POMPE_VUOTO[4].COMANDI.SET_VUOTO;Real;4;IEEE754;%DB2000.DBD2330
CMD_VUOTO.POMPE_VUOTO[4].COMANDI.REALE_VUOTO;Real;4;IEEE754;%DB2000.DBD2334
CMD_VUOTO.POMPE_VUOTO[4].PID.SET_VUOTO_APP;Real;4;IEEE754;%DB2000.DBD2338
CMD_VUOTO.POMPE_VUOTO[4].PID.REALE_VUOTO_APP;Real;4;IEEE754;%DB2000.DBD2342
CMD_VUOTO.POMPE_VUOTO[4].PID.KP;Real;4;IEEE754;%DB2000.DBD2346
CMD_VUOTO.POMPE_VUOTO[4].PID.KI;Real;4;IEEE754;%DB2000.DBD2350
CMD_VUOTO.POMPE_VUOTO[4].MOTORE_IN.NOME;String;254;Binary;%DB2000.DBX2354.0
CMD_VUOTO.POMPE_VUOTO[4].MOTORE_IN.START;Bool;1;Binary;%DB2000.DBX2610.0
CMD_VUOTO.POMPE_VUOTO[4].MOTORE_IN.INVERSIONE;Bool;1;Binary;%DB2000.DBX2610.1
CMD_VUOTO.POMPE_VUOTO[4].MOTORE_IN.ACC_ALLARMI;Bool;1;Binary;%DB2000.DBX2610.2
CMD_VUOTO.POMPE_VUOTO[4].MOTORE_IN.RESET_ALLARMI;Bool;1;Binary;%DB2000.DBX2610.3
CMD_VUOTO.POMPE_VUOTO[4].MOTORE_IN.SET_VELOCITA;Real;4;IEEE754;%DB2000.DBD2612
CMD_VUOTO.POMPE_VUOTO[4].MOTORE_IN.SET_COPPIA;Real;4;IEEE754;%DB2000.DBD2616
CMD_VUOTO.POMPE_VUOTO[4].MOTORE_IN.PARAMETRI_MOT.MAX_VELOCITA;Real;4;IEEE754;%DB2000.DBD2620
CMD_VUOTO.POMPE_VUOTO[4].MOTORE_IN.PARAMETRI_MOT.MAX_CORRENTE;Real;4;IEEE754;%DB2000.DBD2624
CMD_VUOTO.POMPE_VUOTO[4].MOTORE_IN.PARAMETRI_MOT.MAX_COPPIA;Real;4;IEEE754;%DB2000.DBD2628
CMD_VUOTO.POMPE_VUOTO[4].MOTORE_IN.PARAMETRI_MOT.GIRI_MOTORE_MAX;Real;4;IEEE754;%DB2000.DBD2632
CMD_VUOTO.POMPE_VUOTO[4].MOTORE_IN.PARAMETRI_MOT.RAPPORTO_RIDUZIONE;Real;4;IEEE754;%DB2000.DBD2636
CMD_VUOTO.POMPE_VUOTO[4].MOTORE_IN.PARAMETRI_MOT.VELOCITA_INVERTER;Real;4;IEEE754;%DB2000.DBD2640
CMD_VUOTO.POMPE_VUOTO[4].MOTORE_OUT.REALE_VELOCITA;Real;4;IEEE754;%DB2000.DBD2644
CMD_VUOTO.POMPE_VUOTO[4].MOTORE_OUT.REALE_CORRENTE;Real;4;IEEE754;%DB2000.DBD2648
CMD_VUOTO.POMPE_VUOTO[4].MOTORE_OUT.REALE_CORRENTE_PERCENTUALE;Real;4;IEEE754;%DB2000.DBD2652
CMD_VUOTO.POMPE_VUOTO[4].MOTORE_OUT.REALE_COPPIA;Real;4;IEEE754;%DB2000.DBD2656
CMD_VUOTO.POMPE_VUOTO[4].MOTORE_OUT.IN_RUN;Bool;1;Binary;%DB2000.DBX2660.0
CMD_VUOTO.POMPE_VUOTO[4].MOTORE_OUT.ANOMALIA_ATTIVA;Bool;1;Binary;%DB2000.DBX2660.1
CMD_VUOTO.POMPE_VUOTO[4].MOTORE_OUT.AVVISO_ATTIVO;Bool;1;Binary;%DB2000.DBX2660.2
CMD_VUOTO.POMPE_VUOTO[4].MOTORE_AMP_ALL.SET_AMPER_ALLARME;Real;4;IEEE754;%DB2000.DBD2662
CMD_VUOTO.POMPE_VUOTO[4].MOTORE_AMP_ALL.TEMPO_FILTRO_AMP;Real;4;IEEE754;%DB2000.DBD2666
CMD_VUOTO.POMPE_VUOTO[4].MOTORE_AMP_ALL.OUT.ALLA_MAX_AMP;Bool;1;Binary;%DB2000.DBX2670.0
