Name;DataType;Length;Coding;Address
CMD_FORNO.ZONE[5].PIROMETRO.OUT_VALORE_ING;Real;4;IEEE754;%DB2000.DBD19252
CMD_FORNO.ZONE[6].ABILITAZIONE;Bool;1;Binary;%DB2000.DBX19256.0
CMD_FORNO.ZONE[6].SET;Real;4;IEEE754;%DB2000.DBD19258
CMD_FORNO.ZONE[6].DELTA_POS;Real;4;IEEE754;%DB2000.DBD19262
CMD_FORNO.ZONE[6].DELTA_NEG;Real;4;IEEE754;%DB2000.DBD19266
CMD_FORNO.ZONE[6].PIROMETRO.NOME;String;254;Binary;%DB2000.DBX19270.0
CMD_FORNO.ZONE[6].PIROMETRO.SET_X_MIN;Real;4;IEEE754;%DB2000.DBD19526
CMD_FORNO.ZONE[6].PIROMETRO.SET_X_MAX;Real;4;IEEE754;%DB2000.DBD19530
CMD_FORNO.ZONE[6].PIROMETRO.SET_Y_MIN;Real;4;IEEE754;%DB2000.DBD19534
CMD_FORNO.ZONE[6].PIROMETRO.SET_Y_MAX;Real;4;IEEE754;%DB2000.DBD19538
CMD_FORNO.ZONE[6].PIROMETRO.OUT_VALORE_ING;Real;4;IEEE754;%DB2000.DBD19542
CMD_FORNO.ZONE[7].ABILITAZIONE;Bool;1;Binary;%DB2000.DBX19546.0
CMD_FORNO.ZONE[7].SET;Real;4;IEEE754;%DB2000.DBD19548
CMD_FORNO.ZONE[7].DELTA_POS;Real;4;IEEE754;%DB2000.DBD19552
CMD_FORNO.ZONE[7].DELTA_NEG;Real;4;IEEE754;%DB2000.DBD19556
CMD_FORNO.ZONE[7].PIROMETRO.NOME;String;254;Binary;%DB2000.DBX19560.0
CMD_FORNO.ZONE[7].PIROMETRO.SET_X_MIN;Real;4;IEEE754;%DB2000.DBD19816
CMD_FORNO.ZONE[7].PIROMETRO.SET_X_MAX;Real;4;IEEE754;%DB2000.DBD19820
CMD_FORNO.ZONE[7].PIROMETRO.SET_Y_MIN;Real;4;IEEE754;%DB2000.DBD19824
CMD_FORNO.ZONE[7].PIROMETRO.SET_Y_MAX;Real;4;IEEE754;%DB2000.DBD19828
CMD_FORNO.ZONE[7].PIROMETRO.OUT_VALORE_ING;Real;4;IEEE754;%DB2000.DBD19832
CMD_FORNO.ZONE[8].ABILITAZIONE;Bool;1;Binary;%DB2000.DBX19836.0
CMD_FORNO.ZONE[8].SET;Real;4;IEEE754;%DB2000.DBD19838
CMD_FORNO.ZONE[8].DELTA_POS;Real;4;IEEE754;%DB2000.DBD19842
CMD_FORNO.ZONE[8].DELTA_NEG;Real;4;IEEE754;%DB2000.DBD19846
CMD_FORNO.ZONE[8].PIROMETRO.NOME;String;254;Binary;%DB2000.DBX19850.0
CMD_FORNO.ZONE[8].PIROMETRO.SET_X_MIN;Real;4;IEEE754;%DB2000.DBD20106
CMD_FORNO.ZONE[8].PIROMETRO.SET_X_MAX;Real;4;IEEE754;%DB2000.DBD20110
CMD_FORNO.ZONE[8].PIROMETRO.SET_Y_MIN;Real;4;IEEE754;%DB2000.DBD20114
CMD_FORNO.ZONE[8].PIROMETRO.SET_Y_MAX;Real;4;IEEE754;%DB2000.DBD20118
CMD_FORNO.ZONE[8].PIROMETRO.OUT_VALORE_ING;Real;4;IEEE754;%DB2000.DBD20122
CMD_SVEGLIA_EX_A.CRONO.AbilitaCrono;Bool;1;Binary;%DB2000.DBX20126.0
CMD_SVEGLIA_EX_A.CRONO.ImpostaDataOra;Bool;1;Binary;%DB2000.DBX20126.1
CMD_SVEGLIA_EX_A.CRONO.DataOraReale;DTL;12;Binary;%DB2000.DBX20128.0
CMD_SVEGLIA_EX_A.CRONO.DataOraSet;DTL;12;Binary;%DB2000.DBX20140.0
CMD_SVEGLIA_EX_A.CRONO.SetDataOra.SetAnno;UInt;2;Binary;%DB2000.DBW20152
CMD_SVEGLIA_EX_A.CRONO.SetDataOra.SetMese;USInt;1;Binary;%DB2000.DBB20154
CMD_SVEGLIA_EX_A.CRONO.SetDataOra.SetGiorno;USInt;1;Binary;%DB2000.DBB20155
CMD_SVEGLIA_EX_A.CRONO.SetDataOra.SetOre;USInt;1;Binary;%DB2000.DBB20156
CMD_SVEGLIA_EX_A.CRONO.SetDataOra.SetMinuti;USInt;1;Binary;%DB2000.DBB20157
CMD_SVEGLIA_EX_A.CRONO.GiorniSettimana.Lun;Bool;1;Binary;%DB2000.DBX20158.0
CMD_SVEGLIA_EX_A.CRONO.GiorniSettimana.Mar;Bool;1;Binary;%DB2000.DBX20158.1
CMD_SVEGLIA_EX_A.CRONO.GiorniSettimana.Mer;Bool;1;Binary;%DB2000.DBX20158.2
CMD_SVEGLIA_EX_A.CRONO.GiorniSettimana.Gio;Bool;1;Binary;%DB2000.DBX20158.3
CMD_SVEGLIA_EX_A.CRONO.GiorniSettimana.Ven;Bool;1;Binary;%DB2000.DBX20158.4
CMD_SVEGLIA_EX_A.CRONO.GiorniSettimana.Sab;Bool;1;Binary;%DB2000.DBX20158.5
CMD_SVEGLIA_EX_A.CRONO.GiorniSettimana.Dom;Bool;1;Binary;%DB2000.DBX20158.6
CMD_SVEGLIA_EX_A.CRONO.DataOraConfronto.SetAnno;UInt;2;Binary;%DB2000.DBW20160
CMD_SVEGLIA_EX_A.CRONO.DataOraConfronto.SetMese;USInt;1;Binary;%DB2000.DBB20162
CMD_SVEGLIA_EX_A.CRONO.DataOraConfronto.SetGiorno;USInt;1;Binary;%DB2000.DBB20163
CMD_SVEGLIA_EX_A.CRONO.DataOraConfronto.SetOre;USInt;1;Binary;%DB2000.DBB20164
CMD_SVEGLIA_EX_A.CRONO.DataOraConfronto.SetMinuti;USInt;1;Binary;%DB2000.DBB20165
CMD_SVEGLIA_EX_B.CRONO.AbilitaCrono;Bool;1;Binary;%DB2000.DBX20166.0
CMD_SVEGLIA_EX_B.CRONO.ImpostaDataOra;Bool;1;Binary;%DB2000.DBX20166.1
CMD_SVEGLIA_EX_B.CRONO.DataOraReale;DTL;12;Binary;%DB2000.DBX20168.0
CMD_SVEGLIA_EX_B.CRONO.DataOraSet;DTL;12;Binary;%DB2000.DBX20180.0
CMD_SVEGLIA_EX_B.CRONO.SetDataOra.SetAnno;UInt;2;Binary;%DB2000.DBW20192
CMD_SVEGLIA_EX_B.CRONO.SetDataOra.SetMese;USInt;1;Binary;%DB2000.DBB20194
CMD_SVEGLIA_EX_B.CRONO.SetDataOra.SetGiorno;USInt;1;Binary;%DB2000.DBB20195
CMD_SVEGLIA_EX_B.CRONO.SetDataOra.SetOre;USInt;1;Binary;%DB2000.DBB20196
CMD_SVEGLIA_EX_B.CRONO.SetDataOra.SetMinuti;USInt;1;Binary;%DB2000.DBB20197
CMD_SVEGLIA_EX_B.CRONO.GiorniSettimana.Lun;Bool;1;Binary;%DB2000.DBX20198.0
CMD_SVEGLIA_EX_B.CRONO.GiorniSettimana.Mar;Bool;1;Binary;%DB2000.DBX20198.1
CMD_SVEGLIA_EX_B.CRONO.GiorniSettimana.Mer;Bool;1;Binary;%DB2000.DBX20198.2
CMD_SVEGLIA_EX_B.CRONO.GiorniSettimana.Gio;Bool;1;Binary;%DB2000.DBX20198.3
CMD_SVEGLIA_EX_B.CRONO.GiorniSettimana.Ven;Bool;1;Binary;%DB2000.DBX20198.4
CMD_SVEGLIA_EX_B.CRONO.GiorniSettimana.Sab;Bool;1;Binary;%DB2000.DBX20198.5
CMD_SVEGLIA_EX_B.CRONO.GiorniSettimana.Dom;Bool;1;Binary;%DB2000.DBX20198.6
CMD_SVEGLIA_EX_B.CRONO.DataOraConfronto.SetAnno;UInt;2;Binary;%DB2000.DBW20200
CMD_SVEGLIA_EX_B.CRONO.DataOraConfronto.SetMese;USInt;1;Binary;%DB2000.DBB20202
CMD_SVEGLIA_EX_B.CRONO.DataOraConfronto.SetGiorno;USInt;1;Binary;%DB2000.DBB20203
CMD_SVEGLIA_EX_B.CRONO.DataOraConfronto.SetOre;USInt;1;Binary;%DB2000.DBB20204
CMD_SVEGLIA_EX_B.CRONO.DataOraConfronto.SetMinuti;USInt;1;Binary;%DB2000.DBB20205
CMD_SVEGLIA_TESTA.CRONO.AbilitaCrono;Bool;1;Binary;%DB2000.DBX20206.0
CMD_SVEGLIA_TESTA.CRONO.ImpostaDataOra;Bool;1;Binary;%DB2000.DBX20206.1
CMD_SVEGLIA_TESTA.CRONO.DataOraReale;DTL;12;Binary;%DB2000.DBX20208.0
CMD_SVEGLIA_TESTA.CRONO.DataOraSet;DTL;12;Binary;%DB2000.DBX20220.0
CMD_SVEGLIA_TESTA.CRONO.SetDataOra.SetAnno;UInt;2;Binary;%DB2000.DBW20232
CMD_SVEGLIA_TESTA.CRONO.SetDataOra.SetMese;USInt;1;Binary;%DB2000.DBB20234
CMD_SVEGLIA_TESTA.CRONO.SetDataOra.SetGiorno;USInt;1;Binary;%DB2000.DBB20235
CMD_SVEGLIA_TESTA.CRONO.SetDataOra.SetOre;USInt;1;Binary;%DB2000.DBB20236
CMD_SVEGLIA_TESTA.CRONO.SetDataOra.SetMinuti;USInt;1;Binary;%DB2000.DBB20237
CMD_SVEGLIA_TESTA.CRONO.GiorniSettimana.Lun;Bool;1;Binary;%DB2000.DBX20238.0
CMD_SVEGLIA_TESTA.CRONO.GiorniSettimana.Mar;Bool;1;Binary;%DB2000.DBX20238.1
CMD_SVEGLIA_TESTA.CRONO.GiorniSettimana.Mer;Bool;1;Binary;%DB2000.DBX20238.2
CMD_SVEGLIA_TESTA.CRONO.GiorniSettimana.Gio;Bool;1;Binary;%DB2000.DBX20238.3
CMD_SVEGLIA_TESTA.CRONO.GiorniSettimana.Ven;Bool;1;Binary;%DB2000.DBX20238.4
CMD_SVEGLIA_TESTA.CRONO.GiorniSettimana.Sab;Bool;1;Binary;%DB2000.DBX20238.5
CMD_SVEGLIA_TESTA.CRONO.GiorniSettimana.Dom;Bool;1;Binary;%DB2000.DBX20238.6
CMD_SVEGLIA_TESTA.CRONO.DataOraConfronto.SetAnno;UInt;2;Binary;%DB2000.DBW20240
CMD_SVEGLIA_TESTA.CRONO.DataOraConfronto.SetMese;USInt;1;Binary;%DB2000.DBB20242
CMD_SVEGLIA_TESTA.CRONO.DataOraConfronto.SetGiorno;USInt;1;Binary;%DB2000.DBB20243
CMD_SVEGLIA_TESTA.CRONO.DataOraConfronto.SetOre;USInt;1;Binary;%DB2000.DBB20244
CMD_SVEGLIA_TESTA.CRONO.DataOraConfronto.SetMinuti;USInt;1;Binary;%DB2000.DBB20245
CMD_SOFFIO_TESTA.TRASDUTTORI[1].TR.NOME;String;254;Binary;%DB2000.DBX20246.0
CMD_SOFFIO_TESTA.TRASDUTTORI[1].TR.SET_X_MIN;Real;4;IEEE754;%DB2000.DBD20502
CMD_SOFFIO_TESTA.TRASDUTTORI[1].TR.SET_X_MAX;Real;4;IEEE754;%DB2000.DBD20506
CMD_SOFFIO_TESTA.TRASDUTTORI[1].TR.SET_Y_MIN;Real;4;IEEE754;%DB2000.DBD20510
CMD_SOFFIO_TESTA.TRASDUTTORI[1].TR.SET_Y_MAX;Real;4;IEEE754;%DB2000.DBD20514
CMD_SOFFIO_TESTA.TRASDUTTORI[1].TR.OUT_VALORE_ING;Real;4;IEEE754;%DB2000.DBD20518
CMD_SOFFIO_TESTA.TRASDUTTORI[2].TR.NOME;String;254;Binary;%DB2000.DBX20522.0
CMD_SOFFIO_TESTA.TRASDUTTORI[2].TR.SET_X_MIN;Real;4;IEEE754;%DB2000.DBD20778
CMD_SOFFIO_TESTA.TRASDUTTORI[2].TR.SET_X_MAX;Real;4;IEEE754;%DB2000.DBD20782
CMD_SOFFIO_TESTA.TRASDUTTORI[2].TR.SET_Y_MIN;Real;4;IEEE754;%DB2000.DBD20786
CMD_SOFFIO_TESTA.TRASDUTTORI[2].TR.SET_Y_MAX;Real;4;IEEE754;%DB2000.DBD20790
CMD_SOFFIO_TESTA.TRASDUTTORI[2].TR.OUT_VALORE_ING;Real;4;IEEE754;%DB2000.DBD20794
CMD_SOFFIO_TESTA.TRASDUTTORI[3].TR.NOME;String;254;Binary;%DB2000.DBX20798.0
CMD_SOFFIO_TESTA.TRASDUTTORI[3].TR.SET_X_MIN;Real;4;IEEE754;%DB2000.DBD21054
CMD_SOFFIO_TESTA.TRASDUTTORI[3].TR.SET_X_MAX;Real;4;IEEE754;%DB2000.DBD21058
CMD_SOFFIO_TESTA.TRASDUTTORI[3].TR.SET_Y_MIN;Real;4;IEEE754;%DB2000.DBD21062
CMD_SOFFIO_TESTA.TRASDUTTORI[3].TR.SET_Y_MAX;Real;4;IEEE754;%DB2000.DBD21066
CMD_SOFFIO_TESTA.TRASDUTTORI[3].TR.OUT_VALORE_ING;Real;4;IEEE754;%DB2000.DBD21070
CMD_SOFFIO_TESTA.TRASDUTTORI[4].TR.NOME;String;254;Binary;%DB2000.DBX21074.0
CMD_SOFFIO_TESTA.TRASDUTTORI[4].TR.SET_X_MIN;Real;4;IEEE754;%DB2000.DBD21330
CMD_SOFFIO_TESTA.TRASDUTTORI[4].TR.SET_X_MAX;Real;4;IEEE754;%DB2000.DBD21334
CMD_SOFFIO_TESTA.TRASDUTTORI[4].TR.SET_Y_MIN;Real;4;IEEE754;%DB2000.DBD21338
CMD_SOFFIO_TESTA.TRASDUTTORI[4].TR.SET_Y_MAX;Real;4;IEEE754;%DB2000.DBD21342
CMD_SOFFIO_TESTA.TRASDUTTORI[4].TR.OUT_VALORE_ING;Real;4;IEEE754;%DB2000.DBD21346
CMD_SOFFIO_TESTA.TRASDUTTORI[5].TR.NOME;String;254;Binary;%DB2000.DBX21350.0
CMD_SOFFIO_TESTA.TRASDUTTORI[5].TR.SET_X_MIN;Real;4;IEEE754;%DB2000.DBD21606
CMD_SOFFIO_TESTA.TRASDUTTORI[5].TR.SET_X_MAX;Real;4;IEEE754;%DB2000.DBD21610
CMD_SOFFIO_TESTA.TRASDUTTORI[5].TR.SET_Y_MIN;Real;4;IEEE754;%DB2000.DBD21614
CMD_SOFFIO_TESTA.TRASDUTTORI[5].TR.SET_Y_MAX;Real;4;IEEE754;%DB2000.DBD21618
CMD_SOFFIO_TESTA.TRASDUTTORI[5].TR.OUT_VALORE_ING;Real;4;IEEE754;%DB2000.DBD21622
CMD_SOFFIO_TESTA.TRASDUTTORI[6].TR.NOME;String;254;Binary;%DB2000.DBX21626.0
CMD_SOFFIO_TESTA.TRASDUTTORI[6].TR.SET_X_MIN;Real;4;IEEE754;%DB2000.DBD21882
CMD_SOFFIO_TESTA.TRASDUTTORI[6].TR.SET_X_MAX;Real;4;IEEE754;%DB2000.DBD21886
CMD_SOFFIO_TESTA.TRASDUTTORI[6].TR.SET_Y_MIN;Real;4;IEEE754;%DB2000.DBD21890
CMD_SOFFIO_TESTA.TRASDUTTORI[6].TR.SET_Y_MAX;Real;4;IEEE754;%DB2000.DBD21894
CMD_SOFFIO_TESTA.TRASDUTTORI[6].TR.OUT_VALORE_ING;Real;4;IEEE754;%DB2000.DBD21898
CMD_SOFFIO_TESTA.TRASDUTTORI[7].TR.NOME;String;254;Binary;%DB2000.DBX21902.0
CMD_SOFFIO_TESTA.TRASDUTTORI[7].TR.SET_X_MIN;Real;4;IEEE754;%DB2000.DBD22158
CMD_SOFFIO_TESTA.TRASDUTTORI[7].TR.SET_X_MAX;Real;4;IEEE754;%DB2000.DBD22162
CMD_SOFFIO_TESTA.TRASDUTTORI[7].TR.SET_Y_MIN;Real;4;IEEE754;%DB2000.DBD22166
CMD_SOFFIO_TESTA.TRASDUTTORI[7].TR.SET_Y_MAX;Real;4;IEEE754;%DB2000.DBD22170
CMD_SOFFIO_TESTA.TRASDUTTORI[7].TR.OUT_VALORE_ING;Real;4;IEEE754;%DB2000.DBD22174
CMD_SOFFIO_TESTA.TRASDUTTORI[8].TR.NOME;String;254;Binary;%DB2000.DBX22178.0
CMD_SOFFIO_TESTA.TRASDUTTORI[8].TR.SET_X_MIN;Real;4;IEEE754;%DB2000.DBD22434
CMD_SOFFIO_TESTA.TRASDUTTORI[8].TR.SET_X_MAX;Real;4;IEEE754;%DB2000.DBD22438
CMD_SOFFIO_TESTA.TRASDUTTORI[8].TR.SET_Y_MIN;Real;4;IEEE754;%DB2000.DBD22442
CMD_SOFFIO_TESTA.TRASDUTTORI[8].TR.SET_Y_MAX;Real;4;IEEE754;%DB2000.DBD22446
CMD_SOFFIO_TESTA.TRASDUTTORI[8].TR.OUT_VALORE_ING;Real;4;IEEE754;%DB2000.DBD22450
CMD_SOFFIO_TESTA.TRASDUTTORI[9].TR.NOME;String;254;Binary;%DB2000.DBX22454.0
CMD_SOFFIO_TESTA.TRASDUTTORI[9].TR.SET_X_MIN;Real;4;IEEE754;%DB2000.DBD22710
CMD_SOFFIO_TESTA.TRASDUTTORI[9].TR.SET_X_MAX;Real;4;IEEE754;%DB2000.DBD22714
CMD_SOFFIO_TESTA.TRASDUTTORI[9].TR.SET_Y_MIN;Real;4;IEEE754;%DB2000.DBD22718
CMD_SOFFIO_TESTA.TRASDUTTORI[9].TR.SET_Y_MAX;Real;4;IEEE754;%DB2000.DBD22722
CMD_SOFFIO_TESTA.TRASDUTTORI[9].TR.OUT_VALORE_ING;Real;4;IEEE754;%DB2000.DBD22726
CMD_SOFFIO_TESTA.TRASDUTTORI[10].TR.NOME;String;254;Binary;%DB2000.DBX22730.0
CMD_SOFFIO_TESTA.TRASDUTTORI[10].TR.SET_X_MIN;Real;4;IEEE754;%DB2000.DBD22986
CMD_SOFFIO_TESTA.TRASDUTTORI[10].TR.SET_X_MAX;Real;4;IEEE754;%DB2000.DBD22990
CMD_SOFFIO_TESTA.TRASDUTTORI[10].TR.SET_Y_MIN;Real;4;IEEE754;%DB2000.DBD22994
CMD_SOFFIO_TESTA.TRASDUTTORI[10].TR.SET_Y_MAX;Real;4;IEEE754;%DB2000.DBD22998
CMD_SOFFIO_TESTA.TRASDUTTORI[10].TR.OUT_VALORE_ING;Real;4;IEEE754;%DB2000.DBD23002
CMD_SOFFIO_TESTA.TRASDUTTORI[11].TR.NOME;String;254;Binary;%DB2000.DBX23006.0
CMD_SOFFIO_TESTA.TRASDUTTORI[11].TR.SET_X_MIN;Real;4;IEEE754;%DB2000.DBD23262
CMD_SOFFIO_TESTA.TRASDUTTORI[11].TR.SET_X_MAX;Real;4;IEEE754;%DB2000.DBD23266
CMD_SOFFIO_TESTA.TRASDUTTORI[11].TR.SET_Y_MIN;Real;4;IEEE754;%DB2000.DBD23270
CMD_SOFFIO_TESTA.TRASDUTTORI[11].TR.SET_Y_MAX;Real;4;IEEE754;%DB2000.DBD23274
CMD_SOFFIO_TESTA.TRASDUTTORI[11].TR.OUT_VALORE_ING;Real;4;IEEE754;%DB2000.DBD23278
CMD_SOFFIO_TESTA.TRASDUTTORI[12].TR.NOME;String;254;Binary;%DB2000.DBX23282.0
CMD_SOFFIO_TESTA.TRASDUTTORI[12].TR.SET_X_MIN;Real;4;IEEE754;%DB2000.DBD23538
CMD_SOFFIO_TESTA.TRASDUTTORI[12].TR.SET_X_MAX;Real;4;IEEE754;%DB2000.DBD23542
CMD_SOFFIO_TESTA.TRASDUTTORI[12].TR.SET_Y_MIN;Real;4;IEEE754;%DB2000.DBD23546
CMD_SOFFIO_TESTA.TRASDUTTORI[12].TR.SET_Y_MAX;Real;4;IEEE754;%DB2000.DBD23550
CMD_SOFFIO_TESTA.TRASDUTTORI[12].TR.OUT_VALORE_ING;Real;4;IEEE754;%DB2000.DBD23554
CMD_SOFFIO_TESTA.TRASDUTTORI[13].TR.NOME;String;254;Binary;%DB2000.DBX23558.0
CMD_SOFFIO_TESTA.TRASDUTTORI[13].TR.SET_X_MIN;Real;4;IEEE754;%DB2000.DBD23814
CMD_SOFFIO_TESTA.TRASDUTTORI[13].TR.SET_X_MAX;Real;4;IEEE754;%DB2000.DBD23818
CMD_SOFFIO_TESTA.TRASDUTTORI[13].TR.SET_Y_MIN;Real;4;IEEE754;%DB2000.DBD23822
CMD_SOFFIO_TESTA.TRASDUTTORI[13].TR.SET_Y_MAX;Real;4;IEEE754;%DB2000.DBD23826
CMD_SOFFIO_TESTA.TRASDUTTORI[13].TR.OUT_VALORE_ING;Real;4;IEEE754;%DB2000.DBD23830
CMD_SOFFIO_TESTA.TRASDUTTORI[14].TR.NOME;String;254;Binary;%DB2000.DBX23834.0
CMD_SOFFIO_TESTA.TRASDUTTORI[14].TR.SET_X_MIN;Real;4;IEEE754;%DB2000.DBD24090
CMD_SOFFIO_TESTA.TRASDUTTORI[14].TR.SET_X_MAX;Real;4;IEEE754;%DB2000.DBD24094
CMD_SOFFIO_TESTA.TRASDUTTORI[14].TR.SET_Y_MIN;Real;4;IEEE754;%DB2000.DBD24098
CMD_SOFFIO_TESTA.TRASDUTTORI[14].TR.SET_Y_MAX;Real;4;IEEE754;%DB2000.DBD24102
CMD_SOFFIO_TESTA.TRASDUTTORI[14].TR.OUT_VALORE_ING;Real;4;IEEE754;%DB2000.DBD24106
CMD_SOFFIO_TESTA.TRASDUTTORI[15].TR.NOME;String;254;Binary;%DB2000.DBX24110.0
CMD_SOFFIO_TESTA.TRASDUTTORI[15].TR.SET_X_MIN;Real;4;IEEE754;%DB2000.DBD24366
CMD_SOFFIO_TESTA.TRASDUTTORI[15].TR.SET_X_MAX;Real;4;IEEE754;%DB2000.DBD24370
CMD_SOFFIO_TESTA.TRASDUTTORI[15].TR.SET_Y_MIN;Real;4;IEEE754;%DB2000.DBD24374
CMD_SOFFIO_TESTA.TRASDUTTORI[15].TR.SET_Y_MAX;Real;4;IEEE754;%DB2000.DBD24378
CMD_SOFFIO_TESTA.TRASDUTTORI[15].TR.OUT_VALORE_ING;Real;4;IEEE754;%DB2000.DBD24382
CMD_SOFFIO_TESTA.TRASDUTTORI[16].TR.NOME;String;254;Binary;%DB2000.DBX24386.0
CMD_SOFFIO_TESTA.TRASDUTTORI[16].TR.SET_X_MIN;Real;4;IEEE754;%DB2000.DBD24642
CMD_SOFFIO_TESTA.TRASDUTTORI[16].TR.SET_X_MAX;Real;4;IEEE754;%DB2000.DBD24646
CMD_SOFFIO_TESTA.TRASDUTTORI[16].TR.SET_Y_MIN;Real;4;IEEE754;%DB2000.DBD24650
CMD_SOFFIO_TESTA.TRASDUTTORI[16].TR.SET_Y_MAX;Real;4;IEEE754;%DB2000.DBD24654
CMD_SOFFIO_TESTA.TRASDUTTORI[16].TR.OUT_VALORE_ING;Real;4;IEEE754;%DB2000.DBD24658
CMD_FER_BEN.START;Bool;1;Binary;%DB2000.DBX24662.0
CMD_FER_BEN.STOP;Bool;1;Binary;%DB2000.DBX24662.1
CMD_FER_BEN.RESET_BUZER;Bool;1;Binary;%DB2000.DBX24662.2
CMD_FER_BEN.SET_POTENZA;Int;2;Binary;%DB2000.DBW24664
CMD_FER_BEN.TIPO_LAVORO;Byte;1;Binary;%DB2000.DBB24666
CMD_FER_BEN.REALE_POUT;Int;2;Binary;%DB2000.DBW24668
CMD_FER_BEN.REALE_DES1;Int;2;Binary;%DB2000.DBW24670
CMD_FER_BEN.STATO_TESTE;Byte;1;Binary;%DB2000.DBB24672
CMD_P_BUSTER.ON_OFF_POMPE_BOSTER;Bool;1;Binary;%DB2000.DBX24674.0
CMD_P_BUSTER.MAN_AUTO;Bool;1;Binary;%DB2000.DBX24674.1
CMD_P_BUSTER.DELTA_P1_P2;Real;4;IEEE754;%DB2000.DBD24676
CMD_P_BUSTER.SET_PRESSIONE;Real;4;IEEE754;%DB2000.DBD24680
CMD_P_BUSTER.SET_TEMPO_AVVIO;Real;4;IEEE754;%DB2000.DBD24684
CMD_P_BUSTER.SET_VEL_POMPE;Real;4;IEEE754;%DB2000.DBD24688
CMD_P_BUSTER.P1.PARAMETRI_ING.NOME;String;254;Binary;%DB2000.DBX24692.0
CMD_P_BUSTER.P1.PARAMETRI_ING.START;Bool;1;Binary;%DB2000.DBX24948.0
CMD_P_BUSTER.P1.PARAMETRI_ING.INVERSIONE;Bool;1;Binary;%DB2000.DBX24948.1
CMD_P_BUSTER.P1.PARAMETRI_ING.ACC_ALLARMI;Bool;1;Binary;%DB2000.DBX24948.2
CMD_P_BUSTER.P1.PARAMETRI_ING.RESET_ALLARMI;Bool;1;Binary;%DB2000.DBX24948.3
CMD_P_BUSTER.P1.PARAMETRI_ING.SET_VELOCITA;Real;4;IEEE754;%DB2000.DBD24950
CMD_P_BUSTER.P1.PARAMETRI_ING.SET_COPPIA;Real;4;IEEE754;%DB2000.DBD24954
CMD_P_BUSTER.P1.PARAMETRI_ING.PARAMETRI_MOT.MAX_VELOCITA;Real;4;IEEE754;%DB2000.DBD24958
CMD_P_BUSTER.P1.PARAMETRI_ING.PARAMETRI_MOT.MAX_CORRENTE;Real;4;IEEE754;%DB2000.DBD24962
CMD_P_BUSTER.P1.PARAMETRI_ING.PARAMETRI_MOT.MAX_COPPIA;Real;4;IEEE754;%DB2000.DBD24966
CMD_P_BUSTER.P1.PARAMETRI_ING.PARAMETRI_MOT.GIRI_MOTORE_MAX;Real;4;IEEE754;%DB2000.DBD24970
CMD_P_BUSTER.P1.PARAMETRI_ING.PARAMETRI_MOT.RAPPORTO_RIDUZIONE;Real;4;IEEE754;%DB2000.DBD24974
CMD_P_BUSTER.P1.PARAMETRI_ING.PARAMETRI_MOT.VELOCITA_INVERTER;Real;4;IEEE754;%DB2000.DBD24978
CMD_P_BUSTER.P1.PARAMETRI_OUT.REALE_VELOCITA;Real;4;IEEE754;%DB2000.DBD24982
CMD_P_BUSTER.P1.PARAMETRI_OUT.REALE_CORRENTE;Real;4;IEEE754;%DB2000.DBD24986
CMD_P_BUSTER.P1.PARAMETRI_OUT.REALE_CORRENTE_PERCENTUALE;Real;4;IEEE754;%DB2000.DBD24990
CMD_P_BUSTER.P1.PARAMETRI_OUT.REALE_COPPIA;Real;4;IEEE754;%DB2000.DBD24994
CMD_P_BUSTER.P1.PARAMETRI_OUT.IN_RUN;Bool;1;Binary;%DB2000.DBX24998.0
CMD_P_BUSTER.P1.PARAMETRI_OUT.ANOMALIA_ATTIVA;Bool;1;Binary;%DB2000.DBX24998.1
CMD_P_BUSTER.P1.PARAMETRI_OUT.AVVISO_ATTIVO;Bool;1;Binary;%DB2000.DBX24998.2
CMD_P_BUSTER.P1.SET_ALLARMI.SET_AMPER_ALLARME;Real;4;IEEE754;%DB2000.DBD25000
CMD_P_BUSTER.P1.SET_ALLARMI.TEMPO_FILTRO_AMP;Real;4;IEEE754;%DB2000.DBD25004
CMD_P_BUSTER.P1.SET_ALLARMI.OUT.ALLA_MAX_AMP;Bool;1;Binary;%DB2000.DBX25008.0
CMD_P_BUSTER.P2.PARAMETRI_ING.NOME;String;254;Binary;%DB2000.DBX25010.0
CMD_P_BUSTER.P2.PARAMETRI_ING.START;Bool;1;Binary;%DB2000.DBX25266.0
CMD_P_BUSTER.P2.PARAMETRI_ING.INVERSIONE;Bool;1;Binary;%DB2000.DBX25266.1
CMD_P_BUSTER.P2.PARAMETRI_ING.ACC_ALLARMI;Bool;1;Binary;%DB2000.DBX25266.2
CMD_P_BUSTER.P2.PARAMETRI_ING.RESET_ALLARMI;Bool;1;Binary;%DB2000.DBX25266.3
CMD_P_BUSTER.P2.PARAMETRI_ING.SET_VELOCITA;Real;4;IEEE754;%DB2000.DBD25268
CMD_P_BUSTER.P2.PARAMETRI_ING.SET_COPPIA;Real;4;IEEE754;%DB2000.DBD25272
CMD_P_BUSTER.P2.PARAMETRI_ING.PARAMETRI_MOT.MAX_VELOCITA;Real;4;IEEE754;%DB2000.DBD25276
CMD_P_BUSTER.P2.PARAMETRI_ING.PARAMETRI_MOT.MAX_CORRENTE;Real;4;IEEE754;%DB2000.DBD25280
